idxE,idxQ,img_pathE,img_pathQ,predEQ,label,embedE,embedQ
1_133_E_,1_133_Q_,../new_data/cut_style:japan/1_133_E_.jpg,../new_data/cut_style:japan/1_133_Q_.jpg,[0.00569503 0.         0.29644665 ... 0.         0.15741555 0.27684978],1,[0.00569503 0.         0.29644665 ... 0.01056455 0.02603222 0.00646219],[0.         0.         0.14737062 ... 0.         0.15741555 0.27684978]
13_2051_E_,13_2051_Q_,../new_data/cut_ugly_clothes_pair/13_2051_E_.jpg,../new_data/cut_ugly_clothes_pair/13_2051_Q_.jpg,[0.         0.16874807 0.4035935  ... 0.01580005 0.         0.        ],0,[0.         0.16874807 0.4035935  ... 0.         0.         0.41682643],[0.00776338 0.         0.01990809 ... 0.01580005 0.         0.        ]
0_138_E_,0_138_Q_,../new_data/cut_style:america/0_138_E_.jpg,../new_data/cut_style:america/0_138_Q_.jpg,[0.         0.         0.11696847 ... 0.         0.04182548 0.05365183],1,[0.         0.         0.11696847 ... 0.         0.         0.4525597 ],[0.04520549 0.         0.5070162  ... 0.         0.04182548 0.05365183]
0_187_E_,0_187_Q_,../new_data/cut_style:america/0_187_E_.jpg,../new_data/cut_style:america/0_187_Q_.jpg,[0.         0.00268257 0.         ... 0.         0.00030878 0.18683727],1,[0.         0.00268257 0.         ... 0.         0.0017548  0.5707684 ],[0.29570097 0.         0.06055254 ... 0.         0.00030878 0.18683727]
13_994_E_,13_994_Q_,../new_data/cut_ugly_clothes_pair/13_994_E_.jpg,../new_data/cut_ugly_clothes_pair/13_994_Q_.jpg,[0.         0.02999169 0.14970967 ... 0.         0.         0.09002189],0,[0.         0.02999169 0.14970967 ... 0.         0.00415111 0.48360106],[0.         0.         0.32131195 ... 0.         0.         0.09002189]
13_2318_E_,13_2318_Q_,../new_data/cut_ugly_clothes_pair/13_2318_E_.jpg,../new_data/cut_ugly_clothes_pair/13_2318_Q_.jpg,[0.         0.         0.18829417 ... 0.         0.08703725 0.00964289],0,[0.         0.         0.18829417 ... 0.00594464 0.         0.03155165],[0.         0.         0.         ... 0.         0.08703725 0.00964289]
2_699_E_,2_699_Q_,../new_data/cut_style:korea/2_699_E_.jpg,../new_data/cut_style:korea/2_699_Q_.jpg,[0.05629793 0.         0.37618217 ... 0.00116722 0.0163809  0.04196016],1,[0.05629793 0.         0.37618217 ... 0.05199121 0.         0.51145834],[0.35755184 0.         0.05504051 ... 0.00116722 0.0163809  0.04196016]
13_1279_E_,13_1279_Q_,../new_data/cut_ugly_clothes_pair/13_1279_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1279_Q_.jpg,[0.         0.01583502 0.         ... 0.00124589 0.02516635 0.02861602],0,[0.         0.01583502 0.         ... 0.00279965 0.         0.10357884],[0.         0.         0.6557939  ... 0.00124589 0.02516635 0.02861602]
2_737_E_,2_737_Q_,../new_data/cut_style:korea/2_737_E_.jpg,../new_data/cut_style:korea/2_737_Q_.jpg,[0.         0.         0.14464843 ... 0.13827755 0.         0.01252728],1,[0.         0.         0.14464843 ... 0.         0.         0.25119945],[0.3848158  0.         0.08846679 ... 0.13827755 0.         0.01252728]
13_812_E_,13_812_Q_,../new_data/cut_ugly_clothes_pair/13_812_E_.jpg,../new_data/cut_ugly_clothes_pair/13_812_Q_.jpg,[0.         0.         0.06830659 ... 0.         0.01313358 0.        ],0,[0.         0.         0.06830659 ... 0.         0.         0.02771342],[0.         0.         0.20264383 ... 0.         0.01313358 0.        ]
2_660_E_,2_660_Q_,../new_data/cut_style:korea/2_660_E_.jpg,../new_data/cut_style:korea/2_660_Q_.jpg,[0.         0.         0.05284264 ... 0.         0.         0.1869762 ],1,[0.         0.         0.05284264 ... 0.         0.00320016 0.21761823],[0.02398897 0.         0.01826662 ... 0.         0.         0.1869762 ]
2_371_E_,2_371_Q_,../new_data/cut_style:korea/2_371_E_.jpg,../new_data/cut_style:korea/2_371_Q_.jpg,[0.02104472 0.         0.08534101 ... 0.         0.         0.04067212],1,[0.02104472 0.         0.08534101 ... 0.01295556 0.         0.1045413 ],[0.1285036  0.         0.14399393 ... 0.         0.         0.04067212]
0_786_E_,0_786_Q_,../new_data/cut_style:america/0_786_E_.jpg,../new_data/cut_style:america/0_786_Q_.jpg,[0.         0.05856533 0.02319252 ... 0.         0.00070277 0.00832381],1,[0.         0.05856533 0.02319252 ... 0.00383408 0.         0.29107124],[0.02239083 0.         0.20334767 ... 0.         0.00070277 0.00832381]
2_650_E_,2_650_Q_,../new_data/cut_style:korea/2_650_E_.jpg,../new_data/cut_style:korea/2_650_Q_.jpg,[0.         0.04696011 0.07793764 ... 0.         0.00827666 0.02869357],1,[0.         0.04696011 0.07793764 ... 0.05745322 0.14476104 0.89882874],[0.         0.         0.         ... 0.         0.00827666 0.02869357]
1_829_E_,1_829_Q_,../new_data/cut_style:japan/1_829_E_.jpg,../new_data/cut_style:japan/1_829_Q_.jpg,[0.         0.         0.07788905 ... 0.00247654 0.         0.0490304 ],1,[0.         0.         0.07788905 ... 0.03318742 0.         0.19612293],[0.         0.         0.25132948 ... 0.00247654 0.         0.0490304 ]
1_341_E_,1_341_Q_,../new_data/cut_style:japan/1_341_E_.jpg,../new_data/cut_style:japan/1_341_Q_.jpg,[0.         0.0015683  0.11222809 ... 0.03138426 0.         0.00408704],1,[0.         0.0015683  0.11222809 ... 0.         0.         0.        ],[0.04070504 0.00790292 0.00942294 ... 0.03138426 0.         0.00408704]
1_586_E_,1_586_Q_,../new_data/cut_style:japan/1_586_E_.jpg,../new_data/cut_style:japan/1_586_Q_.jpg,[0.         0.04601416 0.11869888 ... 0.         0.00860314 0.00705909],1,[0.         0.04601416 0.11869888 ... 0.         0.         0.60323113],[0.         0.         0.00395962 ... 0.         0.00860314 0.00705909]
13_395_E_,13_395_Q_,../new_data/cut_ugly_clothes_pair/13_395_E_.jpg,../new_data/cut_ugly_clothes_pair/13_395_Q_.jpg,[0.         0.01948502 0.1185526  ... 0.         0.         0.19108024],0,[0.         0.01948502 0.1185526  ... 0.03635834 0.02530251 0.05347896],[0.4785201  0.         0.32882166 ... 0.         0.         0.19108024]
0_636_E_,0_636_Q_,../new_data/cut_style:america/0_636_E_.jpg,../new_data/cut_style:america/0_636_Q_.jpg,[0.01180643 0.         0.00189598 ... 0.00503577 0.         0.40785065],1,[0.01180643 0.         0.00189598 ... 0.         0.         0.309381  ],[0.3778487  0.         0.1851624  ... 0.00503577 0.         0.40785065]
1_300_E_,1_300_Q_,../new_data/cut_style:japan/1_300_E_.jpg,../new_data/cut_style:japan/1_300_Q_.jpg,[0.4984665  0.07244524 0.06292417 ... 0.00126069 0.0230199  0.15235062],1,[0.4984665  0.07244524 0.06292417 ... 0.         0.01950138 0.0905666 ],[0.5777806  0.         0.1757082  ... 0.00126069 0.0230199  0.15235062]
13_913_E_,13_913_Q_,../new_data/cut_ugly_clothes_pair/13_913_E_.jpg,../new_data/cut_ugly_clothes_pair/13_913_Q_.jpg,[0.         0.02589578 1.1655835  ... 0.00544536 0.06928443 0.        ],0,[0.         0.02589578 1.1655835  ... 0.         0.         0.14915556],[0.0883422  0.01958469 0.6912298  ... 0.00544536 0.06928443 0.        ]
0_728_E_,0_728_Q_,../new_data/cut_style:america/0_728_E_.jpg,../new_data/cut_style:america/0_728_Q_.jpg,[0.00219933 0.         0.00035275 ... 0.         0.01299561 0.        ],1,[0.00219933 0.         0.00035275 ... 0.         0.         0.00708987],[0.03952389 0.         0.1638131  ... 0.         0.01299561 0.        ]
2_876_E_,2_876_Q_,../new_data/cut_style:korea/2_876_E_.jpg,../new_data/cut_style:korea/2_876_Q_.jpg,[0.         0.         0.27749798 ... 0.         0.01543994 0.06623397],1,[0.         0.         0.27749798 ... 0.03942445 0.09470177 0.00616367],[0.24431229 0.         0.10676731 ... 0.         0.01543994 0.06623397]
13_875_E_,13_875_Q_,../new_data/cut_ugly_clothes_pair/13_875_E_.jpg,../new_data/cut_ugly_clothes_pair/13_875_Q_.jpg,[0.07347476 0.01981296 0.00133846 ... 0.         0.30294475 0.05055524],0,[0.07347476 0.01981296 0.00133846 ... 0.         0.         0.        ],[0.         0.01287651 0.00346662 ... 0.         0.30294475 0.05055524]
2_422_E_,2_422_Q_,../new_data/cut_style:korea/2_422_E_.jpg,../new_data/cut_style:korea/2_422_Q_.jpg,[0.         0.         0.11821467 ... 0.01277699 0.0204921  0.04929515],1,[0.         0.         0.11821467 ... 0.         0.2994436  0.13653712],[0.00326747 0.         0.0499705  ... 0.01277699 0.0204921  0.04929515]
13_937_E_,13_937_Q_,../new_data/cut_ugly_clothes_pair/13_937_E_.jpg,../new_data/cut_ugly_clothes_pair/13_937_Q_.jpg,[0.         0.06967455 0.05016605 ... 0.         0.01026078 0.0100011 ],0,[0.         0.06967455 0.05016605 ... 0.00760829 0.         0.0895494 ],[0.         0.01248077 0.04026506 ... 0.         0.01026078 0.0100011 ]
2_105_E_,2_105_Q_,../new_data/cut_style:korea/2_105_E_.jpg,../new_data/cut_style:korea/2_105_Q_.jpg,[0.         0.00125686 0.         ... 0.         0.         0.01390324],1,[0.         0.00125686 0.         ... 0.         0.         0.        ],[0.00251608 0.         0.05384975 ... 0.         0.         0.01390324]
1_699_E_,1_699_Q_,../new_data/cut_style:japan/1_699_E_.jpg,../new_data/cut_style:japan/1_699_Q_.jpg,[0.         0.00130642 0.16090119 ... 0.0117829  0.01201113 0.03632715],1,[0.         0.00130642 0.16090119 ... 0.0009601  0.         0.20845798],[0.05202903 0.         0.01051531 ... 0.0117829  0.01201113 0.03632715]
2_388_E_,2_388_Q_,../new_data/cut_style:korea/2_388_E_.jpg,../new_data/cut_style:korea/2_388_Q_.jpg,[0.00416289 0.11193726 0.02186944 ... 0.00295916 0.05815634 0.        ],1,[0.00416289 0.11193726 0.02186944 ... 0.0289705  0.06463591 0.11206359],[0.7943265  0.         0.         ... 0.00295916 0.05815634 0.        ]
13_2065_E_,13_2065_Q_,../new_data/cut_ugly_clothes_pair/13_2065_E_.jpg,../new_data/cut_ugly_clothes_pair/13_2065_Q_.jpg,[0.         0.         0.09636659 ... 0.         0.01316531 0.        ],0,[0.         0.         0.09636659 ... 0.         0.         0.21389835],[0.         0.         0.15868156 ... 0.         0.01316531 0.        ]
2_782_E_,2_782_Q_,../new_data/cut_style:korea/2_782_E_.jpg,../new_data/cut_style:korea/2_782_Q_.jpg,[0.06729744 0.07647532 0.11963014 ... 0.         0.02171632 0.00157252],1,[0.06729744 0.07647532 0.11963014 ... 0.04701515 0.         0.1530742 ],[0.2305187  0.         0.09925388 ... 0.         0.02171632 0.00157252]
13_181_E_,13_181_Q_,../new_data/cut_ugly_clothes_pair/13_181_E_.jpg,../new_data/cut_ugly_clothes_pair/13_181_Q_.jpg,[0.        0.        0.1070547 ... 0.0141966 0.        0.       ],0,[0.         0.         0.1070547  ... 0.00295153 0.         0.        ],[0.         0.         0.17503588 ... 0.0141966  0.         0.        ]
1_168_E_,1_168_Q_,../new_data/cut_style:japan/1_168_E_.jpg,../new_data/cut_style:japan/1_168_Q_.jpg,[0.         0.         0.05058196 ... 0.01075635 0.04450153 0.29166508],1,[0.         0.         0.05058196 ... 0.01195239 0.         0.00039158],[0.01837931 0.04824315 0.00346737 ... 0.01075635 0.04450153 0.29166508]
2_816_E_,2_816_Q_,../new_data/cut_style:korea/2_816_E_.jpg,../new_data/cut_style:korea/2_816_Q_.jpg,[0.02972893 0.00040484 0.10090451 ... 0.         0.00350541 0.00272613],1,[0.02972893 0.00040484 0.10090451 ... 0.         0.02839418 0.00359357],[0.20482577 0.         0.03772303 ... 0.         0.00350541 0.00272613]
13_2243_E_,13_2243_Q_,../new_data/cut_ugly_clothes_pair/13_2243_E_.jpg,../new_data/cut_ugly_clothes_pair/13_2243_Q_.jpg,[0.         0.         0.25670177 ... 0.00508301 0.15291579 0.        ],0,[0.         0.         0.25670177 ... 0.         0.00585869 0.03509998],[0.04201252 0.         0.3004813  ... 0.00508301 0.15291579 0.        ]
1_781_E_,1_781_Q_,../new_data/cut_style:japan/1_781_E_.jpg,../new_data/cut_style:japan/1_781_Q_.jpg,[0.         0.07323565 0.23682036 ... 0.         0.         0.        ],1,[0.         0.07323565 0.23682036 ... 0.         0.         0.00969701],[0.08879446 0.         0.29371217 ... 0.         0.         0.        ]
13_909_E_,13_909_Q_,../new_data/cut_ugly_clothes_pair/13_909_E_.jpg,../new_data/cut_ugly_clothes_pair/13_909_Q_.jpg,[0.3878124  0.02223888 0.00644609 ... 0.         0.06538044 0.02217482],0,[0.3878124  0.02223888 0.00644609 ... 0.         0.055512   0.00624845],[0.         0.         0.05456235 ... 0.         0.06538044 0.02217482]
13_1846_E_,13_1846_Q_,../new_data/cut_ugly_clothes_pair/13_1846_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1846_Q_.jpg,[0.         0.         0.00287989 ... 0.         0.07964476 0.39176276],0,[0.         0.         0.00287989 ... 0.         0.00478613 0.11713159],[0.01289204 0.         0.44334862 ... 0.         0.07964476 0.39176276]
13_366_E_,13_366_Q_,../new_data/cut_ugly_clothes_pair/13_366_E_.jpg,../new_data/cut_ugly_clothes_pair/13_366_Q_.jpg,[0.08280455 0.         0.06234956 ... 0.         0.02158901 0.06597843],0,[0.08280455 0.         0.06234956 ... 0.         0.03971067 0.03345991],[0.3084493  0.         0.11912404 ... 0.         0.02158901 0.06597843]
13_1751_E_,13_1751_Q_,../new_data/cut_ugly_clothes_pair/13_1751_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1751_Q_.jpg,[0.02789211 0.         0.08966121 ... 0.         0.03267747 0.00664727],0,[0.02789211 0.         0.08966121 ... 0.02708038 0.02803394 0.04302489],[0.         0.05405385 0.14559565 ... 0.         0.03267747 0.00664727]
1_483_E_,1_483_Q_,../new_data/cut_style:japan/1_483_E_.jpg,../new_data/cut_style:japan/1_483_Q_.jpg,[0.         0.01346921 0.08007447 ... 0.         0.         0.02439706],1,[0.         0.01346921 0.08007447 ... 0.00157853 0.         0.5811761 ],[0.32033962 0.         0.01204229 ... 0.         0.         0.02439706]
2_685_E_,2_685_Q_,../new_data/cut_style:korea/2_685_E_.jpg,../new_data/cut_style:korea/2_685_Q_.jpg,[0.05344947 0.         0.27761027 ... 0.00689793 0.         0.00236201],1,[0.05344947 0.         0.27761027 ... 0.04586731 0.08997389 0.26905605],[0.00809004 0.         0.         ... 0.00689793 0.         0.00236201]
0_936_E_,0_936_Q_,../new_data/cut_style:america/0_936_E_.jpg,../new_data/cut_style:america/0_936_Q_.jpg,[0.         0.         0.00243503 ... 0.00402195 0.01543265 0.01079292],1,[0.         0.         0.00243503 ... 0.         0.         0.0824663 ],[0.45327595 0.         0.         ... 0.00402195 0.01543265 0.01079292]
1_895_E_,1_895_Q_,../new_data/cut_style:japan/1_895_E_.jpg,../new_data/cut_style:japan/1_895_Q_.jpg,[0.         0.00138006 0.03220689 ... 0.         0.         0.1265849 ],1,[0.         0.00138006 0.03220689 ... 0.         0.00474421 0.00840001],[0.        0.        0.        ... 0.        0.        0.1265849]
13_2281_E_,13_2281_Q_,../new_data/cut_ugly_clothes_pair/13_2281_E_.jpg,../new_data/cut_ugly_clothes_pair/13_2281_Q_.jpg,[0.         0.00829033 0.06709559 ... 0.         0.04834668 0.        ],0,[0.         0.00829033 0.06709559 ... 0.00522325 0.         0.1139722 ],[0.         0.         0.02889326 ... 0.         0.04834668 0.        ]
13_136_E_,13_136_Q_,../new_data/cut_ugly_clothes_pair/13_136_E_.jpg,../new_data/cut_ugly_clothes_pair/13_136_Q_.jpg,[0.         0.02315854 0.09863457 ... 0.01153457 0.00629093 0.21286649],0,[0.         0.02315854 0.09863457 ... 0.         0.01434835 0.07059754],[0.         0.         0.35255915 ... 0.01153457 0.00629093 0.21286649]
13_1415_E_,13_1415_Q_,../new_data/cut_ugly_clothes_pair/13_1415_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1415_Q_.jpg,[0.         0.02494889 0.11302015 ... 0.         0.07334361 0.        ],0,[0.         0.02494889 0.11302015 ... 0.02423597 0.09566297 0.2628688 ],[0.00129064 0.00405863 0.         ... 0.         0.07334361 0.        ]
2_534_E_,2_534_Q_,../new_data/cut_style:korea/2_534_E_.jpg,../new_data/cut_style:korea/2_534_Q_.jpg,[0.04126985 0.00121918 0.16070683 ... 0.         0.         0.01183414],1,[0.04126985 0.00121918 0.16070683 ... 0.01989707 0.04927796 0.5385248 ],[0.64883405 0.         0.4584763  ... 0.         0.         0.01183414]
13_2414_E_,13_2414_Q_,../new_data/cut_ugly_clothes_pair/13_2414_E_.jpg,../new_data/cut_ugly_clothes_pair/13_2414_Q_.jpg,[0.         0.12281352 0.01846096 ... 0.         0.20514385 0.21917304],0,[0.         0.12281352 0.01846096 ... 0.         0.08219343 0.58955157],[0.         0.         0.09145556 ... 0.         0.20514385 0.21917304]
0_192_E_,0_192_Q_,../new_data/cut_style:america/0_192_E_.jpg,../new_data/cut_style:america/0_192_Q_.jpg,[0.         0.00209155 0.         ... 0.         0.         0.06567273],1,[0.         0.00209155 0.         ... 0.         0.         0.2059367 ],[0.00063152 0.00090715 0.         ... 0.         0.         0.06567273]
0_114_E_,0_114_Q_,../new_data/cut_style:america/0_114_E_.jpg,../new_data/cut_style:america/0_114_Q_.jpg,[0.         0.         0.         ... 0.         0.00669048 0.04480868],1,[0.         0.         0.         ... 0.         0.12722737 0.07033066],[0.19373718 0.00172511 0.10311214 ... 0.         0.00669048 0.04480868]
2_909_E_,2_909_Q_,../new_data/cut_style:korea/2_909_E_.jpg,../new_data/cut_style:korea/2_909_Q_.jpg,[0.00122967 0.         0.00177858 ... 0.         0.         0.02168177],1,[0.00122967 0.         0.00177858 ... 0.04227697 0.01532757 0.50466627],[0.         0.         0.16607249 ... 0.         0.         0.02168177]
1_32_E_,1_32_Q_,../new_data/cut_style:japan/1_32_E_.jpg,../new_data/cut_style:japan/1_32_Q_.jpg,[0.         0.         0.01455551 ... 0.0261194  0.         0.03216133],1,[0.         0.         0.01455551 ... 0.08658311 0.15521096 0.42382598],[0.04660631 0.         0.09034521 ... 0.0261194  0.         0.03216133]
1_890_E_,1_890_Q_,../new_data/cut_style:japan/1_890_E_.jpg,../new_data/cut_style:japan/1_890_Q_.jpg,[0.00784228 0.         0.1255097  ... 0.02920389 0.         0.00220752],1,[0.00784228 0.         0.1255097  ... 0.         0.         0.21376738],[0.08599668 0.         0.07908008 ... 0.02920389 0.         0.00220752]
2_642_E_,2_642_Q_,../new_data/cut_style:korea/2_642_E_.jpg,../new_data/cut_style:korea/2_642_Q_.jpg,[0.01084925 0.0921586  0.00120281 ... 0.         0.03747793 0.        ],1,[0.01084925 0.0921586  0.00120281 ... 0.00763113 0.58392125 0.04762106],[0.03282825 0.         0.         ... 0.         0.03747793 0.        ]
13_1104_E_,13_1104_Q_,../new_data/cut_ugly_clothes_pair/13_1104_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1104_Q_.jpg,[0.         0.00652699 0.         ... 0.01725383 0.1152693  0.        ],0,[0.         0.00652699 0.         ... 0.         0.03161693 0.2669457 ],[0.         0.         0.26622143 ... 0.01725383 0.1152693  0.        ]
13_1463_E_,13_1463_Q_,../new_data/cut_ugly_clothes_pair/13_1463_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1463_Q_.jpg,[0.        0.        0.0016833 ... 0.        0.        0.       ],0,[0.         0.         0.0016833  ... 0.         0.05693834 0.01478127],[0.         0.         0.34227905 ... 0.         0.         0.        ]
1_974_E_,1_974_Q_,../new_data/cut_style:japan/1_974_E_.jpg,../new_data/cut_style:japan/1_974_Q_.jpg,[0.         0.         0.02041882 ... 0.01142556 0.01657491 0.00158663],1,[0.         0.         0.02041882 ... 0.         0.         0.01866311],[0.02052856 0.         0.05440369 ... 0.01142556 0.01657491 0.00158663]
2_648_E_,2_648_Q_,../new_data/cut_style:korea/2_648_E_.jpg,../new_data/cut_style:korea/2_648_Q_.jpg,"[0.0000000e+00 1.4543193e-04 2.3257168e-01 ... 3.1174319e-02 0.0000000e+00
 1.3952804e-01]",1,"[0.0000000e+00 1.4543193e-04 2.3257168e-01 ... 0.0000000e+00 1.4174237e-02
 1.0874704e+00]",[0.1657439  0.         0.07843231 ... 0.03117432 0.         0.13952804]
1_896_E_,1_896_Q_,../new_data/cut_style:japan/1_896_E_.jpg,../new_data/cut_style:japan/1_896_Q_.jpg,[0.00153443 0.         0.27366605 ... 0.01643743 0.02482186 0.02533353],1,[0.00153443 0.         0.27366605 ... 0.         0.         0.02779456],[0.01685886 0.         0.1667999  ... 0.01643743 0.02482186 0.02533353]
13_2251_E_,13_2251_Q_,../new_data/cut_ugly_clothes_pair/13_2251_E_.jpg,../new_data/cut_ugly_clothes_pair/13_2251_Q_.jpg,[0.00012562 0.         0.04335178 ... 0.         0.0888696  0.        ],0,[0.00012562 0.         0.04335178 ... 0.         0.         0.        ],[0.08783899 0.00599147 0.05141104 ... 0.         0.0888696  0.        ]
13_865_E_,13_865_Q_,../new_data/cut_ugly_clothes_pair/13_865_E_.jpg,../new_data/cut_ugly_clothes_pair/13_865_Q_.jpg,[0. 0. 0. ... 0. 0. 0.],0,[0. 0. 0. ... 0. 0. 0.],[0.08037386 0.         0.2437741  ... 0.         0.         0.        ]
0_572_E_,0_572_Q_,../new_data/cut_style:america/0_572_E_.jpg,../new_data/cut_style:america/0_572_Q_.jpg,[0.04870592 0.         0.23091044 ... 0.         0.03442162 0.        ],1,[0.04870592 0.         0.23091044 ... 0.0701226  0.         0.3853595 ],[0.04189911 0.         0.41688076 ... 0.         0.03442162 0.        ]
2_708_E_,2_708_Q_,../new_data/cut_style:korea/2_708_E_.jpg,../new_data/cut_style:korea/2_708_Q_.jpg,[0.         0.00132178 0.         ... 0.         0.13431345 0.00767569],1,[0.         0.00132178 0.         ... 0.         0.         0.04947421],[0.62070686 0.         0.23509446 ... 0.         0.13431345 0.00767569]
0_505_E_,0_505_Q_,../new_data/cut_style:america/0_505_E_.jpg,../new_data/cut_style:america/0_505_Q_.jpg,[0.05811141 0.         0.         ... 0.0054617  0.03641332 0.02828585],1,[0.05811141 0.         0.         ... 0.00218042 0.         0.00853019],[0.30095303 0.         0.08004032 ... 0.0054617  0.03641332 0.02828585]
13_1010_E_,13_1010_Q_,../new_data/cut_ugly_clothes_pair/13_1010_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1010_Q_.jpg,[0.02070956 0.         0.         ... 0.         0.1131358  0.00065265],0,[0.02070956 0.         0.         ... 0.02561098 0.04955085 0.00219641],[0.         0.00451967 0.1315473  ... 0.         0.1131358  0.00065265]
13_1114_E_,13_1114_Q_,../new_data/cut_ugly_clothes_pair/13_1114_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1114_Q_.jpg,[0.02325403 0.07387967 0.         ... 0.         0.03807416 0.06267756],0,[0.02325403 0.07387967 0.         ... 0.         0.00423013 0.04589226],"[9.9837780e-06 9.9796839e-03 3.2396826e-03 ... 0.0000000e+00 3.8074158e-02
 6.2677562e-02]"
2_295_E_,2_295_Q_,../new_data/cut_style:korea/2_295_E_.jpg,../new_data/cut_style:korea/2_295_Q_.jpg,[0.         0.         0.17287517 ... 0.         0.         0.00148348],1,[0.         0.         0.17287517 ... 0.         0.00464457 0.22405112],[0.02038409 0.         0.04409864 ... 0.         0.         0.00148348]
1_584_E_,1_584_Q_,../new_data/cut_style:japan/1_584_E_.jpg,../new_data/cut_style:japan/1_584_Q_.jpg,[0.04532012 0.02003224 0.03074337 ... 0.         0.00666119 0.01479581],1,[0.04532012 0.02003224 0.03074337 ... 0.         0.         0.0097233 ],[0.15204781 0.         0.09225133 ... 0.         0.00666119 0.01479581]
13_2169_E_,13_2169_Q_,../new_data/cut_ugly_clothes_pair/13_2169_E_.jpg,../new_data/cut_ugly_clothes_pair/13_2169_Q_.jpg,[0.         0.         0.         ... 0.01427616 0.01330685 0.04933411],0,[0.        0.        0.        ... 0.        0.        0.0408453],[0.13872844 0.00754425 0.01685626 ... 0.01427616 0.01330685 0.04933411]
2_749_E_,2_749_Q_,../new_data/cut_style:korea/2_749_E_.jpg,../new_data/cut_style:korea/2_749_Q_.jpg,[0.270459   0.02061451 0.08795342 ... 0.         0.         0.01880873],1,[0.270459   0.02061451 0.08795342 ... 0.0336905  0.         0.02792782],[0.729015   0.01509106 0.0095625  ... 0.         0.         0.01880873]
13_1028_E_,13_1028_Q_,../new_data/cut_ugly_clothes_pair/13_1028_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1028_Q_.jpg,[0.         0.         0.00378416 ... 0.02407262 0.09371818 0.00929963],0,[0.         0.         0.00378416 ... 0.08471619 0.         0.00729453],[0.         0.03447931 0.40982458 ... 0.02407262 0.09371818 0.00929963]
13_1557_E_,13_1557_Q_,../new_data/cut_ugly_clothes_pair/13_1557_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1557_Q_.jpg,[0.         0.         0.         ... 0.         0.22113118 0.05478203],0,[0.         0.         0.         ... 0.         0.07939715 0.18494752],[0.         0.         0.30188447 ... 0.         0.22113118 0.05478203]
1_929_E_,1_929_Q_,../new_data/cut_style:japan/1_929_E_.jpg,../new_data/cut_style:japan/1_929_Q_.jpg,[0.         0.00136309 0.         ... 0.         0.         0.00600801],1,[0.         0.00136309 0.         ... 0.         0.         0.        ],[0.01676479 0.         0.24531512 ... 0.         0.         0.00600801]
0_486_E_,0_486_Q_,../new_data/cut_style:america/0_486_E_.jpg,../new_data/cut_style:america/0_486_Q_.jpg,[0.01436103 0.         0.02699475 ... 0.         0.30053967 0.03213957],1,[0.01436103 0.         0.02699475 ... 0.         0.00766577 0.00470997],[0.15312503 0.         0.00361781 ... 0.         0.30053967 0.03213957]
2_315_E_,2_315_Q_,../new_data/cut_style:korea/2_315_E_.jpg,../new_data/cut_style:korea/2_315_Q_.jpg,[0.         0.00150134 0.18412235 ... 0.         0.00685744 0.00122782],1,[0.         0.00150134 0.18412235 ... 0.03642271 0.05751337 0.15775296],[0.         0.         0.89738625 ... 0.         0.00685744 0.00122782]
13_1389_E_,13_1389_Q_,../new_data/cut_ugly_clothes_pair/13_1389_E_.jpg,../new_data/cut_ugly_clothes_pair/13_1389_Q_.jpg,[0.         0.02819553 0.01349795 ... 0.         0.09102309 0.        ],0,[0.         0.02819553 0.01349795 ... 0.         0.         0.0929733 ],[0.0038836  0.00534479 0.20901938 ... 0.         0.09102309 0.        ]
2_925_E_,2_925_Q_,../new_data/cut_style:korea/2_925_E_.jpg,../new_data/cut_style:korea/2_925_Q_.jpg,[0.06439646 0.12074059 0.03826279 ... 0.         0.         0.00710761],1,[0.06439646 0.12074059 0.03826279 ... 0.         0.         0.03563877],[0.11246397 0.02323085 0.1397253  ... 0.         0.         0.00710761]
13_448_E_,13_448_Q_,../new_data/cut_ugly_clothes_pair/13_448_E_.jpg,../new_data/cut_ugly_clothes_pair/13_448_Q_.jpg,[0.         0.00462736 0.15028763 ... 0.         0.         0.03786008],0,[0.         0.00462736 0.15028763 ... 0.         0.         0.44126907],[0.01689055 0.01443482 0.4432409  ... 0.         0.         0.03786008]
2_395_E_,2_395_Q_,../new_data/cut_style:korea/2_395_E_.jpg,../new_data/cut_style:korea/2_395_Q_.jpg,[0.         0.01007301 0.02980877 ... 0.         0.         0.00149386],1,[0.         0.01007301 0.02980877 ... 0.         0.         0.1239578 ],[0.         0.         0.02753147 ... 0.         0.         0.00149386]
2_748_E_,2_748_Q_,../new_data/cut_style:korea/2_748_E_.jpg,../new_data/cut_style:korea/2_748_Q_.jpg,[0.00794809 0.         0.01651374 ... 0.01006562 0.         0.00973654],1,[0.00794809 0.         0.01651374 ... 0.19883434 0.14076433 0.08104572],[0.0354003  0.         0.19050586 ... 0.01006562 0.         0.00973654]
